yr,InitYear,YearDead,Site,spp,TagNo,TagStatus,Tapedist,Direction,dist,dbh1,tdbh,ht1,Cones,FYC,FALSE,order,site_tag
2002,2002,2005,MSC,P,1471,N,73.6,W,2.3,0.4,0.4,25,0,0,TRUE,3717,MSC_1471
2003,2002,2005,MSC,P,1471,ND,73.6,W,2.3,-100,-100,-100,0,0,TRUE,3718,MSC_1471
2005,2002,2005,MSC,P,1471,R,73.6,W,2.3,-100,-100,-100,0,0,TRUE,3719,MSC_1471
2002,2002,2008,MSC,P,1472,N,73.3,W,2,0.7,0.7,62,0,0,TRUE,3720,MSC_1472
2003,2002,2008,MSC,P,1472,ND,73.3,W,2,0.9,0.85,-100,0,0,TRUE,3721,MSC_1472
2005,2002,2008,MSC,P,1472,F,73.3,W,2,1,1,76,0,0,TRUE,3722,MSC_1472
2008,2002,2008,MSC,P,1472,TR,73.3,W,2,-100,-100,-100,0,0,TRUE,3723,MSC_1472
2002,2002,2014,MSC,P,1473,N,73.2,W,2.4,0.5,0.5,30,0,0,TRUE,3724,MSC_1473
2003,2002,2014,MSC,P,1473,ND,73.2,W,2.4,0.7,0.65,-100,0,0,TRUE,3725,MSC_1473
2005,2002,2014,MSC,P,1473,F,73.2,W,2.4,0.8,0.8,52,0,0,TRUE,3726,MSC_1473
2008,2002,2014,MSC,P,1473,F,73.2,W,2.4,1.6,1.6,107,0,0,TRUE,3727,MSC_1473
2010,2002,2014,MSC,P,1473,F,73.2,W,2.4,0.8,0.8,164,0,0,TRUE,3728,MSC_1473
2011,2002,2014,MSC,P,1473,F,73.2,W,2.4,1.5,1.5,213,0,0,TRUE,3729,MSC_1473
2013,2002,2014,MSC,P,1473,F,73.2,W,2.4,1.6,1.6,272,0,0,TRUE,3730,MSC_1473
2014,2002,2014,MSC,P,1473,F,73.2,W,2.4,1.7,1.7,275,0,0,TRUE,3731,MSC_1473
2002,2002,2008,MSC,P,1474,N,73.2,W,2.6,0.8,0.8,58,0,0,TRUE,3732,MSC_1474
2003,2002,2008,MSC,P,1474,ND,73.2,W,2.6,0.9,0.9,-100,0,0,TRUE,3733,MSC_1474
2005,2002,2008,MSC,P,1474,F,73.2,W,2.6,1,1,67,0,0,TRUE,3734,MSC_1474
2008,2002,2008,MSC,P,1474,TR,73.2,W,2.6,-100,-100,-100,0,0,TRUE,3735,MSC_1474
2002,2002,2014,MSC,P,1475,N,73.4,W,3,0.8,0.8,55,0,0,TRUE,3736,MSC_1475
2003,2002,2014,MSC,P,1475,ND,73.4,W,3,1.1,1.05,-100,0,0,TRUE,3737,MSC_1475
2005,2002,2014,MSC,P,1475,F,73.4,W,3,1.3,1.3,95,0,0,TRUE,3738,MSC_1475
2008,2002,2014,MSC,P,1475,F,73.4,W,3,0.4,1.4,150,0,0,TRUE,3739,MSC_1475
2010,2002,2014,MSC,P,1475,F,73.4,W,3,0.9,0.9,180,0,0,TRUE,3740,MSC_1475
2011,2002,2014,MSC,P,1475,F,73.4,W,3,2.4,2.4,272,0,0,TRUE,3741,MSC_1475
2013,2002,2014,MSC,P,1475,F,73.4,W,3,2.7,2.7,-100,0,0,TRUE,3742,MSC_1475
2014,2002,2014,MSC,P,1475,F,73.4,W,3,2.7,2.7,-100,0,0,TRUE,3743,MSC_1475
2002,2002,2008,MSC,P,1476,N,72.6,W,2,0.8,0.8,72,0,0,TRUE,3744,MSC_1476
2003,2002,2008,MSC,P,1476,ND,72.6,W,2,0.8,0.8,-100,0,0,TRUE,3745,MSC_1476
2005,2002,2008,MSC,P,1476,F,72.6,W,2,0.8,0.8,83,0,0,TRUE,3746,MSC_1476
2008,2002,2008,MSC,P,1476,TR,72.6,W,2,-100,-100,-100,0,0,TRUE,3747,MSC_1476
2002,2002,2008,MSC,P,1477,N,72.6,W,2,0.8,0.8,69,0,0,TRUE,3748,MSC_1477
2003,2002,2008,MSC,P,1477,ND,72.6,W,2,0.8,0.75,-100,0,0,TRUE,3749,MSC_1477
2005,2002,2008,MSC,P,1477,F,72.6,W,2,0.7,0.7,46,0,0,TRUE,3750,MSC_1477
2008,2002,2008,MSC,P,1477,TR,72.6,W,2,-100,-100,-100,0,0,TRUE,3751,MSC_1477
2002,2002,2008,MSC,P,1478,N,72.5,W,1.1,0.7,0.7,55,0,0,TRUE,3752,MSC_1478
2003,2002,2008,MSC,P,1478,ND,72.5,W,1.1,-100,-100,-100,0,0,TRUE,3753,MSC_1478
2005,2002,2008,MSC,P,1478,F,72.5,W,1.1,1,1,72,0,0,TRUE,3754,MSC_1478
2008,2002,2008,MSC,P,1478,TR,72.5,W,1.1,-100,-100,34,0,0,TRUE,3755,MSC_1478
2002,2002,-100,MSC,P,1479,N,72.5,W,1.4,0.4,0.4,19,0,0,TRUE,3756,MSC_1479
2003,2002,-100,MSC,P,1479,ND,72.5,W,1.4,0.4,0.4,-100,0,0,TRUE,3757,MSC_1479
2005,2002,-100,MSC,P,1479,F,72.5,W,1.4,0.4,0.4,28,0,0,TRUE,3758,MSC_1479
2008,2002,-100,MSC,P,1479,F,72.5,W,1.4,1,1,78,0,0,TRUE,3759,MSC_1479
2010,2002,-100,MSC,P,1479,F,72.5,W,1.4,1.2,1.2,107,0,0,TRUE,3760,MSC_1479
2011,2002,-100,MSC,P,1479,F,72.5,W,1.4,1.1,1.1,161,0,0,TRUE,3761,MSC_1479
2013,2002,-100,MSC,P,1479,F,72.5,W,1.4,1.1,1.1,265,0,0,TRUE,3762,MSC_1479
2014,2002,-100,MSC,P,1479,F,72.5,W,1.4,1.2,1.2,266,0,0,TRUE,3763,MSC_1479
2002,2002,-100,MSC,P,1480,N,72.4,W,1.5,0.5,0.5,29,0,0,TRUE,3764,MSC_1480
2003,2002,-100,MSC,P,1480,ND,72.4,W,1.5,0.6,0.6,-100,0,0,TRUE,3765,MSC_1480
2005,2002,-100,MSC,P,1480,F,72.4,W,1.5,0.7,0.7,34,0,0,TRUE,3766,MSC_1480
2008,2002,-100,MSC,P,1480,F,72.4,W,1.5,1.1,1.1,102,0,0,TRUE,3767,MSC_1480
2010,2002,-100,MSC,P,1480,F,72.4,W,1.5,1.5,1.5,184,0,0,TRUE,3768,MSC_1480
2011,2002,-100,MSC,P,1480,F,72.4,W,1.5,2.9,2.9,-100,1,1,TRUE,3769,MSC_1480
2013,2002,-100,MSC,P,1480,F,72.4,W,1.5,3.6,3.6,-100,4,0,TRUE,3770,MSC_1480
2014,2002,-100,MSC,P,1480,F,72.4,W,1.5,3.6,3.6,-100,1,0,TRUE,3771,MSC_1480
2002,2002,2005,MSC,P,1481,N,72.2,W,1.2,0.3,0.3,21,0,0,TRUE,3772,MSC_1481
2003,2002,2005,MSC,P,1481,ND,72.2,W,1.2,-100,-100,-100,0,0,TRUE,3773,MSC_1481
2005,2002,2005,MSC,P,1481,R,72.2,W,1.2,-100,-100,-100,0,0,TRUE,3774,MSC_1481
2002,2002,2005,MSC,P,1482,N,72.2,W,1.2,0.4,0.4,32,0,0,TRUE,3775,MSC_1482
2005,2002,2005,MSC,P,1482,R,72.2,W,1.2,-100,-100,-100,0,0,TRUE,3776,MSC_1482
2002,2002,2005,MSC,P,1483,N,72,W,1.5,0.2,0.2,15,0,0,TRUE,3777,MSC_1483
2003,2002,2005,MSC,P,1483,ND,72,W,1.5,-100,-100,-100,0,0,TRUE,3778,MSC_1483
2005,2002,2005,MSC,P,1483,R,72,W,1.5,-100,-100,-100,0,0,TRUE,3779,MSC_1483
2002,2002,2008,MSC,P,1484,N,71.9,W,1.6,0.9,0.9,69,0,0,TRUE,3780,MSC_1484
2003,2002,2008,MSC,P,1484,ND,71.9,W,1.6,1,1,-100,0,0,TRUE,3781,MSC_1484
2005,2002,2008,MSC,P,1484,F,71.9,W,1.6,1.1,1.1,83,0,0,TRUE,3782,MSC_1484
2008,2002,2008,MSC,P,1484,TR,71.9,W,1.6,-100,-100,80,0,0,TRUE,3783,MSC_1484
2002,2002,2008,MSC,P,1485,N,71.7,W,1.8,0.7,0.7,50,0,0,TRUE,3784,MSC_1485
2003,2002,2008,MSC,P,1485,ND,71.7,W,1.8,0.7,0.65,-100,0,0,TRUE,3785,MSC_1485
2005,2002,2008,MSC,P,1485,F,71.7,W,1.8,0.6,0.6,35,0,0,TRUE,3786,MSC_1485
2008,2002,2008,MSC,P,1485,TR,71.7,W,1.8,-100,-100,-100,0,0,TRUE,3787,MSC_1485
2002,2002,2008,MSC,P,1486,N,71.6,W,1.8,0.6,0.6,52,0,0,TRUE,3788,MSC_1486
2003,2002,2008,MSC,P,1486,ND,71.6,W,1.8,0.6,0.6,-100,0,0,TRUE,3789,MSC_1486
2005,2002,2008,MSC,P,1486,F,71.6,W,1.8,0.6,0.6,56,0,0,TRUE,3790,MSC_1486
2008,2002,2008,MSC,P,1486,TR,71.6,W,1.8,-100,-100,-100,0,0,TRUE,3791,MSC_1486
2002,2002,-100,MSC,P,1487,N,71.6,W,1.8,0.8,0.8,51,0,0,TRUE,3792,MSC_1487
2003,2002,-100,MSC,P,1487,ND,71.6,W,1.8,0.9,0.85,-100,0,0,TRUE,3793,MSC_1487
2005,2002,-100,MSC,P,1487,F,71.6,W,1.8,0.9,0.9,67,0,0,TRUE,3794,MSC_1487
2008,2002,-100,MSC,P,1487,F,71.6,W,1.8,0.8,0.8,150,0,0,TRUE,3795,MSC_1487
2010,2002,-100,MSC,P,1487,F,71.6,W,1.8,1.6,1.6,220,0,0,TRUE,3796,MSC_1487
2011,2002,-100,MSC,P,1487,F,71.6,W,1.8,3.5,3.5,-100,0,0,TRUE,3797,MSC_1487
2013,2002,-100,MSC,P,1487,F,71.6,W,1.8,4,4,-100,0,0,TRUE,3798,MSC_1487
2014,2002,-100,MSC,P,1487,F,71.6,W,1.8,4.2,4.2,-100,0,0,TRUE,3799,MSC_1487
2002,2002,2005,MSC,P,1488,N,71.6,W,1.8,1,1,72,0,0,TRUE,3800,MSC_1488
2005,2002,2005,MSC,P,1488,R,71.6,W,1.8,-100,-100,-100,0,0,TRUE,3801,MSC_1488
2002,2002,-100,MSC,P,1489,N,71.1,W,3,0.7,0.7,52,0,0,TRUE,3802,MSC_1489
2003,2002,-100,MSC,P,1489,ND,71.1,W,3,1,0.95,-100,0,0,TRUE,3803,MSC_1489
2005,2002,-100,MSC,P,1489,F,71.1,W,3,1.2,1.2,89,0,0,TRUE,3804,MSC_1489
2008,2002,-100,MSC,P,1489,F,71.1,W,3,1.4,1.4,206,0,0,TRUE,3805,MSC_1489
2010,2002,-100,MSC,P,1489,F,71.1,W,3,0.9,0.9,168,0,0,TRUE,3806,MSC_1489
2011,2002,-100,MSC,P,1489,F,71.1,W,3,1.8,1.8,206,0,0,TRUE,3807,MSC_1489
2013,2002,-100,MSC,P,1489,F,71.1,W,3,3,3,-100,0,0,TRUE,3808,MSC_1489
2014,2002,-100,MSC,P,1489,F,71.1,W,3,3,3,-100,0,0,TRUE,3809,MSC_1489
2002,2002,2005,MSC,P,1490,N,71.4,W,2.6,0.2,0.2,10,0,0,TRUE,3810,MSC_1490
2003,2002,2005,MSC,P,1490,ND,71.4,W,2.6,-100,-100,-100,0,0,TRUE,3811,MSC_1490
2005,2002,2005,MSC,P,1490,R,71.4,W,2.6,-100,-100,-100,0,0,TRUE,3812,MSC_1490
2002,2002,2005,MSC,P,1491,N,71.2,W,2.7,0.2,0.2,10,0,0,TRUE,3813,MSC_1491
2003,2002,2005,MSC,P,1491,ND,71.2,W,2.7,-100,-100,-100,0,0,TRUE,3814,MSC_1491
2005,2002,2005,MSC,P,1491,R,71.2,W,2.7,-100,-100,-100,0,0,TRUE,3815,MSC_1491
2002,2002,2005,MSC,P,1492,N,71.7,W,0.7,0.2,0.2,13,0,0,TRUE,3816,MSC_1492
2003,2002,2005,MSC,P,1492,ND,71.7,W,0.7,-100,-100,-100,0,0,TRUE,3817,MSC_1492
2005,2002,2005,MSC,P,1492,R,71.7,W,0.7,-100,-100,-100,0,0,TRUE,3818,MSC_1492
2002,2002,-100,MSC,P,1493,N,71.6,W,0.5,0.6,0.6,51,0,0,TRUE,3819,MSC_1493
2003,2002,-100,MSC,P,1493,ND,71.6,W,0.5,0.8,0.8,-100,0,0,TRUE,3820,MSC_1493
2005,2002,-100,MSC,P,1493,F,71.6,W,0.5,1,1,72,0,0,TRUE,3821,MSC_1493
2008,2002,-100,MSC,P,1493,F,71.6,W,0.5,1.9,1.9,150,0,0,TRUE,3822,MSC_1493
2010,2002,-100,MSC,P,1493,F,71.6,W,0.5,1.3,1.3,220,0,0,TRUE,3823,MSC_1493
2011,2002,-100,MSC,P,1493,F,71.6,W,0.5,2.6,2.6,299,0,0,TRUE,3824,MSC_1493
2013,2002,-100,MSC,P,1493,F,71.6,W,0.5,2.9,2.9,-100,0,0,TRUE,3825,MSC_1493
2014,2002,-100,MSC,P,1493,F,71.6,W,0.5,2.9,2.9,-100,0,0,TRUE,3826,MSC_1493
2002,2002,-100,MSC,P,1494,N,71.3,W,0.5,0.5,0.5,43,0,0,TRUE,3827,MSC_1494
2003,2002,-100,MSC,P,1494,ND,71.3,W,0.5,0.7,0.7,-100,0,0,TRUE,3828,MSC_1494
2005,2002,-100,MSC,P,1494,F,71.3,W,0.5,0.9,0.9,70,0,0,TRUE,3829,MSC_1494
2008,2002,-100,MSC,P,1494,F,71.3,W,0.5,1.8,1.8,177,0,0,TRUE,3830,MSC_1494
2010,2002,-100,MSC,P,1494,F,71.3,W,0.5,1.9,1.9,255,0,0,TRUE,3831,MSC_1494
2011,2002,-100,MSC,P,1494,F,71.3,W,0.5,2.6,2.6,-100,0,0,TRUE,3832,MSC_1494
2013,2002,-100,MSC,P,1494,F,71.3,W,0.5,3.1,3.1,-100,0,0,TRUE,3833,MSC_1494
2014,2002,-100,MSC,P,1494,F,71.3,W,0.5,3.2,3.2,-100,0,0,TRUE,3834,MSC_1494
2002,2002,2005,MSC,P,1495,N,70.9,W,0.2,0.2,0.2,13,0,0,TRUE,3835,MSC_1495
2003,2002,2005,MSC,P,1495,ND,70.9,W,0.2,-100,-100,-100,0,0,TRUE,3836,MSC_1495
2005,2002,2005,MSC,P,1495,R,70.9,W,0.2,-100,-100,-100,0,0,TRUE,3837,MSC_1495
2002,2002,2005,MSC,P,1496,N,70.8,W,0.4,0.8,0.8,19,0,0,TRUE,3838,MSC_1496
2003,2002,2005,MSC,P,1496,ND,70.8,W,0.4,-100,-100,-100,0,0,TRUE,3839,MSC_1496
2005,2002,2005,MSC,P,1496,R,70.8,W,0.4,-100,-100,-100,0,0,TRUE,3840,MSC_1496
2002,2002,-100,MSC,P,1497,N,71.1,W,2.1,0.9,0.9,46,0,0,TRUE,3841,MSC_1497
2003,2002,-100,MSC,P,1497,ND,71.1,W,2.1,1,1,-100,0,0,TRUE,3842,MSC_1497
2005,2002,-100,MSC,P,1497,F,71.1,W,2.1,1.1,1.1,67,0,0,TRUE,3843,MSC_1497
